127.0.0.1 - - [16/Aug/2021:12:29:39 +0530] "GET / HTTP/1.1" 404 748
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:29:42 +0530] "GET /Shopping_cart_Project/admin/ordersReceived.jsp HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:29:42 +0530] "GET /favicon.ico HTTP/1.1" 404 759
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:30:02 +0530] "GET /Shopping_cart_Project/login.jsp HTTP/1.1" 200 832
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:30:04 +0530] "POST /Shopping_cart_Project/loginAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:30:05 +0530] "GET /Shopping_cart_Project/admin/adminHome.jsp HTTP/1.1" 200 1498
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:30:10 +0530] "GET /Shopping_cart_Project/admin/orderReceived.jsp HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:30:21 +0530] "GET /Shopping_cart_Project/admin/orderReceived.jsp HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:30:41 +0530] "GET /Shopping_cart_Project/admin/orderReceived.jsp HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:30:46 +0530] "GET /Shopping_cart_Project/admin/adminHome.jsp HTTP/1.1" 200 1499
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:30:47 +0530] "GET /Shopping_cart_Project/admin/ordersReceived.jsp HTTP/1.1" 200 2948
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:30:47 +0530] "GET /Shopping_cart_Project/css/ordersReceived-style.css HTTP/1.1" 200 503
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:37:27 +0530] "GET /Shopping_cart_Project/admin/ordersReceived.jsp HTTP/1.1" 200 2325
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:37:36 +0530] "GET /Shopping_cart_Project/admin/ordersReceived.jsp HTTP/1.1" 200 2325
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:39:22 +0530] "GET /Shopping_cart_Project/admin/ordersReceived.jsp HTTP/1.1" 200 2325
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:39:24 +0530] "GET /Shopping_cart_Project/admin/ordersReceived.jsp HTTP/1.1" 200 2325
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:43:54 +0530] "GET /Shopping_cart_Project/admin/ordersReceived.jsp HTTP/1.1" 200 2398
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:46:31 +0530] "GET /Shopping_cart_Project/admin/ordersReceived.jsp HTTP/1.1" 200 2398
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:46:34 +0530] "GET /Shopping_cart_Project/admin/ordersReceived.jsp HTTP/1.1" 200 2398
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:48:35 +0530] "GET /Shopping_cart_Project/admin/ordersReceived.jsp HTTP/1.1" 200 2398
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:49:04 +0530] "GET /Shopping_cart_Project/admin/ordersReceived.jsp HTTP/1.1" 200 2398
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:49:25 +0530] "GET /Shopping_cart_Project/admin/ordersReceived.jsp HTTP/1.1" 200 7350
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:50:56 +0530] "GET /Shopping_cart_Project/admin/ordersReceived.jsp HTTP/1.1" 200 7593
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:53:05 +0530] "GET /Shopping_cart_Project/admin/ordersReceived.jsp HTTP/1.1" 200 8239
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:54:30 +0530] "GET /Shopping_cart_Project/admin/ordersReceived.jsp HTTP/1.1" 200 8311
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:54:42 +0530] "GET /Shopping_cart_Project/admin/ordersReceived.jsp HTTP/1.1" 200 8311
0:0:0:0:0:0:0:1 - - [16/Aug/2021:12:58:34 +0530] "GET /Shopping_cart_Project/admin/ordersReceived.jsp HTTP/1.1" 200 8239
0:0:0:0:0:0:0:1 - - [16/Aug/2021:13:03:25 +0530] "GET /Shopping_cart_Project/admin/ordersReceived.jsp HTTP/1.1" 200 8895
0:0:0:0:0:0:0:1 - - [16/Aug/2021:13:12:39 +0530] "GET /Shopping_cart_Project/admin/cancelOrdersAction.jsp%3Eid=2&email=kriayushi0505@gmail.com HTTP/1.1" 404 839
0:0:0:0:0:0:0:1 - - [16/Aug/2021:13:13:28 +0530] "GET /Shopping_cart_Project/admin/deliveredOrdersAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Aug/2021:13:13:28 +0530] "GET /Shopping_cart_Project/admin/ordersReceived.jsp?msg=delivered HTTP/1.1" 200 9259
